18.1,-0.108186360842376
18.1001,-0.118170345266951
18.1002,-0.125577817630313
18.1003,-0.136527994244008
18.1004,-0.178396317458388
18.1005,-0.172921228958022
18.1006,-0.153275323362396
18.1007,-0.117204153222607
18.1008,-0.102711272640939
18.1009,-0.0170422482326594
18.101,0.0367424375983004
18.1011,0.0712032833274349
18.1012,0.127242414306607
18.1013,0.157516426970963
18.1014,0.258322445190268
18.1015,0.320480787021593
18.1016,0.33207508901261
18.1017,0.358484332324292
18.1018,0.353653373192907
18.1019,0.366213866924909
18.102,0.394233429760953
18.1021,0.407760115222199
18.1022,0.395521685520362
18.1023,0.346890030400921
18.1024,0.295681863206645
18.1025,0.28569788084535
18.1026,0.269916747377511
18.1027,0.24093099182943
18.1028,0.218064451144172
18.1029,0.155906107158644
18.103,0.0847299702607586
18.1031,0.0741018591069589
18.1032,0.0586427882308124
18.1033,0.0753901150075421
18.1034,0.101477296809526
18.1035,0.208080468532949
18.1036,0.306954101324001
18.1037,0.39487755764069
18.1038,0.50083659320255
18.1039,0.609372139885683
18.104,0.754300913370696
18.1041,0.909857803087602
18.1042,1.06412644750589
18.1043,1.19134172885943
18.1044,1.24899118941667
18.1045,1.35237374867745
18.1046,1.36912108007533
18.1047,1.42258371677555
18.1048,1.42838087032734
18.1049,1.39939510291406
18.105,1.39327588545829
18.1051,1.36847695193963
18.1052,1.27862108082317
18.1053,1.2093773140007
18.1054,1.14464244704695
18.1055,1.07926345509478
18.1056,0.995204755111981
18.1057,0.912112250832488
18.1058,0.794880970773904
18.1059,0.688921932866786
18.106,0.638679958253629
18.1061,0.498582145646245
18.1062,0.370722762103327
18.1063,0.239642736020965
18.1064,0.0908491857470042
18.1065,-0.0479603918049083
18.1066,-0.176785997308674
18.1067,-0.314951474396231
18.1068,-0.423487071926919
18.1069,-0.594825193639652
18.107,-0.686613488510036
18.1071,-0.793216751217208
18.1072,-0.903040674554376
18.1073,-0.964877027208221
18.1074,-1.02059416313372
18.1075,-1.11045013407487
18.1076,-1.17969399308512
18.1077,-1.22896986131087
18.1078,-1.31689348171544
18.1079,-1.39000214568842
18.108,-1.46504320963681
18.1081,-1.53042234462438
